loan_status,grade,sub_grade,verification_status,purpose,term,initial_list_status,emp_length,home_ownership,application_type,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,installment,int_rate,fico_range_low,fico_range_high,last_pymnt_amnt,last_pymnt_d,total_rec_int,addr_state,zip_code
Default,D,D4,Not Verified,medical,60 months,w,2 years,RENT,INDIVIDUAL,35144.00,221961.06,0.2619,1,2,7,1,33979.35,42.2994,25,4,2,Nov-2019,Nov-2005,674.42,8.4114,601,605,697.85,Nov-2019,1213.02,NC,427xx
Current,F,F2,Source Verified,major_purchase,36 months,w,8 years,ANY,INDIVIDUAL,20239.00,69120.63,0.1609,1,2,8,0,5633.35,0.0000,8,3,0,Sep-2017,Apr-1987,678.95,23.0762,778,782,660.12,Aug-2018,201.48,AZ,418xx
Fully Paid,E,E1,Verified,medical,36 months,f,8 years,ANY,INDIVIDUAL,1571.00,79271.83,0.3319,3,1,7,1,1617.96,36.4839,12,1,0,Feb-2019,Aug-2001,51.27,19.4178,681,685,37.11,Feb-2020,133.40,GA,182xx
Current,C,C4,Verified,small_business,60 months,w,6 years,OWN,INDIVIDUAL,26095.00,92093.91,0.1379,1,2,9,2,10998.19,66.2615,34,7,0,Oct-2020,Dec-2000,527.07,11.7714,589,593,495.65,Jun-2021,337.32,IL,945xx
Fully Paid,C,C1,Verified,wedding,36 months,f,5 years,MORTGAGE,JOINT,37932.00,31443.60,0.2206,2,1,4,0,21294.86,32.5810,32,3,0,Jun-2019,Jun-2013,1260.00,21.7578,697,701,1209.91,Jul-2019,4810.39,FL,179xx
Fully Paid,C,C4,Not Verified,wedding,60 months,w,6 years,OWN,JOINT,2059.00,161875.84,0.1791,1,4,10,0,31521.48,45.7255,35,4,0,May-2015,Apr-2012,45.58,18.2351,684,688,14.59,Jul-2015,190.20,FL,693xx
Fully Paid,D,D1,Not Verified,renewable_energy,60 months,f,6 years,OWN,INDIVIDUAL,18319.00,154313.78,0.1688,0,4,5,1,4753.87,8.5334,23,8,0,Nov-2017,Dec-1993,406.72,18.4513,598,602,395.66,Apr-2019,499.58,IL,895xx
Current,B,B1,Source Verified,house,60 months,w,1 year,ANY,INDIVIDUAL,11078.00,21143.60,0.2370,2,3,6,1,7883.20,53.0065,19,2,0,Aug-2018,Jul-2002,260.78,22.9111,695,699,302.71,Mar-2019,879.11,IL,157xx
Fully Paid,B,B2,Not Verified,renewable_energy,36 months,f,5 years,RENT,INDIVIDUAL,36468.00,151174.76,0.2414,1,1,4,0,7269.75,17.7387,12,3,0,Jul-2021,Jun-2001,1141.68,14.1143,659,663,1135.60,Oct-2021,1304.50,NY,868xx
Fully Paid,D,D1,Not Verified,renewable_energy,36 months,f,< 1 year,MORTGAGE,INDIVIDUAL,4854.00,143428.52,0.1713,1,3,9,1,2727.22,48.7964,24,0,0,Jul-2018,Feb-1994,164.03,24.0576,716,720,188.47,Aug-2018,92.72,FL,779xx
Fully Paid,D,D5,Verified,renewable_energy,36 months,w,8 years,MORTGAGE,INDIVIDUAL,23857.00,32369.66,0.0932,0,2,6,0,4593.44,48.9110,23,5,0,Oct-2016,Dec-1991,805.74,23.9841,591,595,794.94,Oct-2016,3304.03,CA,168xx
Fully Paid,A,A5,Verified,other,60 months,w,9 years,RENT,INDIVIDUAL,8517.00,237340.91,0.1766,1,2,20,0,3672.28,98.5149,42,1,0,Jan-2018,Mar-2005,208.66,26.1085,751,755,219.39,Apr-2019,122.44,NC,158xx
Fully Paid,B,B5,Verified,home_improvement,36 months,w,7 years,OWN,INDIVIDUAL,23085.00,59042.27,0.1325,0,4,5,1,8253.70,22.4142,10,5,0,Feb-2019,Nov-2011,748.15,18.5224,699,703,752.69,Jun-2019,2456.55,NY,674xx
Fully Paid,B,B4,Not Verified,major_purchase,60 months,w,9 years,RENT,INDIVIDUAL,18474.00,104525.26,0.0778,2,3,23,1,34297.61,15.0636,39,7,0,Nov-2020,Oct-2004,451.08,25.8349,589,593,457.22,Feb-2021,1023.75,NJ,417xx
Current,C,C2,Source Verified,house,36 months,f,1 year,OWN,INDIVIDUAL,37823.00,150153.00,0.0787,0,3,1,1,600.03,24.5234,4,1,0,Oct-2014,Jan-2003,1243.60,20.4071,783,787,1243.83,Nov-2014,3962.85,FL,438xx
Fully Paid,B,B3,Source Verified,home_improvement,60 months,w,5 years,OWN,INDIVIDUAL,30643.00,95768.88,0.2025,3,4,21,0,18352.76,39.0484,42,0,0,Dec-2018,Jul-2008,631.90,13.1820,658,662,651.15,Jan-2020,199.43,AZ,560xx
Fully Paid,A,A2,Not Verified,house,60 months,f,9 years,ANY,JOINT,38383.00,167702.69,0.2773,1,3,15,1,35637.73,31.4695,36,3,0,Mar-2018,Nov-2011,721.91,7.1382,582,586,717.37,May-2018,342.43,TX,982xx
Fully Paid,E,E3,Source Verified,car,36 months,f,2 years,OWN,INDIVIDUAL,4878.00,127600.77,0.1434,0,2,23,0,39308.17,71.0190,50,1,0,Mar-2020,Oct-1992,143.45,6.5219,815,819,169.75,Aug-2020,164.30,IL,148xx
Fully Paid,C,C4,Source Verified,home_improvement,36 months,w,9 years,MORTGAGE,INDIVIDUAL,25478.00,206665.26,0.1798,1,5,17,0,1340.61,54.2640,32,1,0,Jun-2022,Sep-2010,865.49,24.7696,777,781,873.85,Jul-2023,3322.19,NY,774xx
Default,C,C5,Source Verified,major_purchase,60 months,f,4 years,RENT,JOINT,30476.00,27298.71,0.0741,0,1,12,1,18813.80,60.8039,25,5,2,Mar-2017,Nov-2005,757.03,27.2455,738,742,768.22,Oct-2017,4499.20,TX,355xx
Current,A,A2,Not Verified,small_business,60 months,f,2 years,OWN,INDIVIDUAL,39697.00,184390.84,0.1341,1,2,13,1,3998.85,34.8199,33,1,0,Feb-2018,Nov-2007,731.62,5.8780,786,790,729.45,Jun-2018,1123.48,CA,469xx
Current,E,E4,Verified,home_improvement,36 months,f,6 years,ANY,JOINT,6834.00,152611.54,0.1067,0,2,16,0,9986.65,50.0372,35,1,0,Jun-2019,Dec-2016,211.86,12.8913,781,785,221.48,Nov-2020,80.59,WA,540xx
In Grace Period,D,D2,Verified,renewable_energy,60 months,w,8 years,ANY,JOINT,3211.00,67415.98,0.1105,2,2,2,1,27698.91,43.3380,27,3,0,Jun-2021,Jan-2001,60.71,7.4678,582,586,88.99,Sep-2022,40.00,AZ,439xx
Current,D,D4,Source Verified,car,36 months,w,< 1 year,OWN,JOINT,37468.00,207237.94,0.2596,0,2,13,0,659.89,41.8022,33,0,0,Jan-2015,May-1991,1097.11,6.0137,812,816,1067.42,May-2015,245.18,TX,538xx
Charged Off,F,F4,Source Verified,credit_card,36 months,w,3 years,MORTGAGE,INDIVIDUAL,15710.00,189777.43,0.3360,2,1,7,0,12648.28,62.4441,22,1,1,Jan-2020,Sep-1993,532.48,24.4655,603,607,521.76,Oct-2020,1767.71,TX,241xx
Fully Paid,C,C1,Not Verified,major_purchase,36 months,w,1 year,OWN,JOINT,27779.00,134056.28,0.1783,0,3,9,0,9662.15,40.9670,17,1,0,Jul-2018,May-2014,959.39,27.0353,637,641,971.60,Dec-2019,2096.44,TX,648xx
Fully Paid,C,C4,Not Verified,credit_card,36 months,w,1 year,OWN,JOINT,25107.00,26003.33,0.2288,1,3,7,0,20798.26,52.0063,12,8,0,Jul-2019,Jul-2003,761.83,10.2624,616,620,761.83,Jul-2019,1235.74,TX,472xx
Fully Paid,E,E1,Not Verified,credit_card,36 months,f,10+ years,ANY,JOINT,29936.00,67129.90,0.0868,1,3,1,1,17193.04,69.3625,25,0,0,Mar-2018,Oct-2001,1021.04,25.3184,602,606,1005.24,Jul-2018,3297.01,TX,493xx
Current,C,C1,Source Verified,car,60 months,f,6 years,RENT,JOINT,3935.00,108426.61,0.1959,1,1,17,1,16444.26,26.4354,38,0,0,Jun-2015,Nov-1985,85.35,16.7419,757,761,90.74,May-2016,223.31,NJ,163xx
Fully Paid,B,B3,Source Verified,wedding,36 months,f,9 years,RENT,JOINT,30486.00,116467.59,0.0860,1,0,7,0,26318.06,48.9507,29,1,0,Jan-2018,Feb-1989,1014.63,22.0166,580,584,1046.49,Dec-2018,2464.74,GA,151xx
Late (31-120 days),D,D2,Verified,other,36 months,f,6 years,OWN,INDIVIDUAL,2617.00,171990.70,0.2328,2,1,11,1,4495.56,23.2954,39,2,0,Jun-2016,Nov-2012,77.19,6.8746,606,610,75.14,May-2017,101.41,NJ,125xx
Current,G,G5,Verified,credit_card,36 months,f,4 years,ANY,INDIVIDUAL,32085.00,125933.12,0.2287,1,1,19,0,32542.78,16.6667,26,3,0,Sep-2017,Jun-2016,959.50,8.5086,725,729,973.23,Nov-2018,1494.84,TX,371xx
Current,B,B3,Verified,wedding,36 months,f,< 1 year,OWN,INDIVIDUAL,8888.00,78547.66,0.2243,1,1,17,1,14982.25,18.5968,25,1,0,Jun-2014,Jun-2007,302.79,25.1591,617,621,345.21,Sep-2015,1127.35,CA,956xx
Current,D,D5,Source Verified,car,36 months,w,9 years,ANY,INDIVIDUAL,2995.00,67333.33,0.2055,0,1,13,0,2329.30,36.1654,34,1,0,Jul-2018,May-2009,89.83,8.8592,741,745,72.66,Feb-2019,156.46,NY,148xx
Fully Paid,C,C3,Source Verified,medical,60 months,w,4 years,MORTGAGE,INDIVIDUAL,3056.00,114191.28,0.0696,1,1,10,1,24329.40,63.8089,33,2,0,Sep-2022,Sep-1995,68.75,19.4375,665,669,70.58,Oct-2023,20.44,FL,215xx
Fully Paid,F,F5,Verified,home_improvement,36 months,f,10+ years,MORTGAGE,INDIVIDUAL,7067.00,215427.28,0.1900,1,2,3,1,18245.73,62.7916,15,3,0,Apr-2019,Aug-2016,227.53,17.6710,772,776,193.29,Jul-2019,451.92,AZ,790xx
Fully Paid,B,B5,Source Verified,medical,36 months,w,9 years,MORTGAGE,JOINT,24008.00,61334.99,0.2542,0,3,5,0,18826.85,77.9259,30,4,0,May-2018,Aug-1989,745.37,13.0751,609,613,771.93,Jun-2018,1479.80,GA,593xx
Late (31-120 days),D,D4,Not Verified,credit_card,36 months,w,8 years,OWN,INDIVIDUAL,27740.00,60962.06,0.2038,2,1,9,0,2863.71,48.6246,12,1,2,Dec-2021,Feb-2017,880.45,15.8463,738,742,876.72,Sep-2022,2438.05,NJ,149xx
Fully Paid,D,D4,Verified,vacation,36 months,f,10+ years,OWN,INDIVIDUAL,15048.00,142999.40,0.1751,2,2,13,1,21108.12,77.8139,34,3,0,Feb-2017,Oct-1992,455.68,10.0152,712,716,463.04,Aug-2017,76.68,TX,366xx
Current,B,B5,Not Verified,home_improvement,36 months,w,7 years,RENT,INDIVIDUAL,15160.00,140890.84,0.1355,1,1,12,1,4171.01,33.0850,24,1,0,May-2017,Nov-2001,521.44,26.4710,696,700,566.77,Oct-2018,2244.33,FL,190xx
Fully Paid,A,A3,Source Verified,vacation,36 months,w,7 years,RENT,JOINT,15175.00,171649.19,0.2105,2,1,13,0,16332.59,59.0725,25,2,0,Jan-2018,Mar-2008,497.69,20.0755,748,752,526.92,Jun-2018,1715.66,CA,502xx
Fully Paid,B,B2,Source Verified,vacation,36 months,f,8 years,OWN,INDIVIDUAL,24733.00,184691.76,0.0937,1,4,10,0,13707.37,64.0111,21,2,0,Jan-2018,Oct-2009,804.46,18.9920,757,761,821.37,Jan-2019,1151.63,NC,760xx
Fully Paid,C,C1,Source Verified,credit_card,36 months,f,7 years,ANY,INDIVIDUAL,27510.00,198366.73,0.2269,1,2,4,0,33936.20,66.4030,16,3,0,May-2019,Aug-1993,820.37,8.1721,585,589,798.27,Jul-2019,1135.61,CA,137xx
Fully Paid,D,D1,Verified,house,36 months,w,4 years,ANY,INDIVIDUAL,38809.00,202953.99,0.2686,1,2,6,1,14096.52,71.6271,13,3,0,Feb-2020,Dec-2009,1269.17,19.7005,788,792,1288.50,Mar-2020,843.45,TX,993xx
Current,D,D5,Source Verified,debt_consolidation,36 months,w,4 years,RENT,JOINT,23173.00,137692.36,0.1698,0,4,12,1,8324.23,59.0554,39,4,0,Jan-2017,Jan-1988,775.38,22.7316,691,695,769.98,Jun-2017,2570.76,IL,456xx
Current,A,A2,Not Verified,debt_consolidation,36 months,f,7 years,OWN,JOINT,14865.00,55268.55,0.1013,0,1,9,0,23778.84,64.6253,28,2,0,Sep-2016,Sep-2009,506.27,25.1198,756,760,512.51,Apr-2017,1836.44,WA,558xx
Fully Paid,A,A1,Source Verified,other,60 months,w,5 years,OWN,INDIVIDUAL,2694.00,229575.50,0.2404,1,4,11,1,15715.06,25.6226,40,3,0,Dec-2020,Aug-1998,56.74,14.6489,800,804,45.60,Jun-2021,111.10,GA,529xx
Fully Paid,B,B4,Not Verified,home_improvement,60 months,f,5 years,ANY,INDIVIDUAL,14024.00,203832.08,0.2457,1,3,19,2,18871.81,35.4704,32,2,0,May-2015,Nov-2002,283.95,11.9358,805,809,296.93,May-2015,30.86,WA,560xx
Current,C,C1,Source Verified,car,36 months,w,2 years,ANY,INDIVIDUAL,24080.00,208315.17,0.2350,0,0,5,1,14272.73,51.7347,29,3,0,Nov-2015,May-2007,779.39,18.3554,655,659,733.01,Feb-2016,1162.76,WA,346xx
Current,E,E1,Verified,house,36 months,f,9 years,OWN,INDIVIDUAL,2620.00,194651.26,0.1539,0,4,5,0,3734.56,34.8796,10,2,0,May-2015,Oct-2003,80.50,11.7864,774,778,94.47,Jul-2016,116.43,TX,216xx
Fully Paid,B,B3,Verified,wedding,36 months,f,5 years,MORTGAGE,INDIVIDUAL,32325.00,126941.73,0.0775,1,5,7,0,28164.91,23.6226,33,2,0,Nov-2019,Jan-2003,961.52,7.8708,791,795,988.01,Jul-2020,1398.96,WA,249xx
Fully Paid,D,D3,Source Verified,wedding,36 months,w,10+ years,ANY,JOINT,23473.00,225666.54,0.1586,1,4,19,0,20670.54,71.0430,33,0,0,Aug-2017,Jan-2010,707.57,9.4644,719,723,702.64,Aug-2018,1244.81,GA,563xx
Current,A,A2,Verified,house,36 months,w,5 years,RENT,INDIVIDUAL,13800.00,168714.65,0.3056,1,1,17,0,6219.82,44.6473,44,5,0,Jul-2021,Sep-2000,475.41,26.6902,755,759,455.79,Aug-2021,1877.28,CA,853xx
Fully Paid,F,F5,Not Verified,house,60 months,f,3 years,OWN,JOINT,38457.00,236833.10,0.0663,1,5,3,0,42908.53,54.6506,27,1,0,Jul-2017,Sep-1998,893.87,21.9226,585,589,903.30,Feb-2018,3342.23,TX,585xx
Current,A,A3,Source Verified,other,36 months,f,7 years,MORTGAGE,INDIVIDUAL,22625.00,170827.06,0.2287,1,2,17,0,11066.03,38.4145,43,3,0,Jan-2014,Sep-1998,749.15,21.3352,820,824,702.64,Dec-2014,571.42,NJ,310xx
Fully Paid,D,D3,Source Verified,debt_consolidation,36 months,w,8 years,OWN,INDIVIDUAL,21188.00,234120.86,0.2745,1,0,7,0,15760.31,78.1981,10,1,0,Sep-2016,Dec-2006,685.72,18.3436,589,593,726.98,Jul-2017,652.60,CA,676xx
Current,F,F2,Source Verified,vacation,60 months,w,< 1 year,RENT,JOINT,25797.00,134640.54,0.1728,1,2,1,0,4525.90,16.7944,21,2,0,Oct-2016,Aug-2014,623.34,24.9886,789,793,601.37,Jan-2018,307.45,IL,188xx
Current,B,B2,Source Verified,credit_card,36 months,w,7 years,MORTGAGE,JOINT,6391.00,118118.69,0.0000,0,2,15,1,10239.31,31.6498,16,2,0,May-2018,May-2009,214.45,23.1078,613,617,230.38,Jun-2019,566.25,AZ,698xx
Fully Paid,A,A4,Verified,small_business,36 months,f,8 years,ANY,JOINT,13942.00,193711.73,0.1578,1,2,7,0,9657.81,33.5284,21,3,0,Oct-2022,May-2010,411.26,6.8812,789,793,406.15,Oct-2022,181.06,CA,576xx
Fully Paid,C,C4,Source Verified,credit_card,36 months,w,5 years,ANY,INDIVIDUAL,15604.00,111226.18,0.1145,3,0,5,0,5102.59,53.2346,17,6,0,Jul-2021,Nov-1999,496.53,16.1722,741,745,510.88,Nov-2021,1173.49,AZ,860xx
Current,C,C5,Verified,house,60 months,w,4 years,OWN,INDIVIDUAL,16987.00,226604.78,0.2451,1,2,7,1,5954.59,50.3089,10,4,0,Jan-2020,Aug-2005,390.37,21.0460,654,658,364.22,Dec-2020,1358.27,CA,405xx
Current,C,C5,Not Verified,home_improvement,60 months,w,1 year,OWN,JOINT,21613.00,78651.98,0.1853,0,4,14,0,10617.10,43.8307,38,3,0,Nov-2021,Sep-2011,538.00,27.4197,769,773,526.79,Aug-2022,838.57,AZ,439xx
Current,D,D4,Not Verified,moving,60 months,w,3 years,ANY,INDIVIDUAL,1856.00,103671.90,0.1192,0,2,11,0,24982.16,70.9852,37,1,0,Jun-2016,Apr-2009,45.62,26.3768,679,683,84.98,Dec-2016,63.64,NJ,643xx
Fully Paid,C,C3,Verified,major_purchase,36 months,w,6 years,OWN,INDIVIDUAL,36828.00,64811.24,0.2301,1,3,11,1,9635.41,47.1258,11,2,0,Dec-2017,Oct-2002,1189.30,18.0622,700,704,1167.18,Sep-2018,2940.39,GA,690xx
Fully Paid,C,C3,Verified,wedding,36 months,w,1 year,OWN,INDIVIDUAL,28626.00,169411.57,0.1229,1,0,19,1,18759.51,51.5931,19,1,0,Mar-2017,May-1990,868.27,10.2151,768,772,870.35,Jul-2018,1063.64,FL,589xx
Fully Paid,D,D2,Source Verified,house,36 months,f,9 years,ANY,INDIVIDUAL,1038.00,217826.26,0.2481,0,2,4,0,30922.02,6.4302,19,2,0,Jul-2018,Nov-2007,33.19,16.7819,772,776,38.05,Feb-2019,22.42,NJ,347xx
Fully Paid,E,E3,Not Verified,house,60 months,f,3 years,RENT,INDIVIDUAL,36775.00,161693.72,0.2231,2,1,12,2,11605.18,35.3669,28,1,0,Mar-2019,Aug-1993,774.48,14.6440,659,663,740.68,Mar-2019,2950.52,AZ,436xx
Fully Paid,A,A1,Not Verified,house,36 months,w,9 years,MORTGAGE,JOINT,26978.00,54325.98,0.2291,1,1,7,0,7240.08,62.9992,28,1,0,Sep-2017,Jul-1999,900.70,22.4341,740,744,883.24,Aug-2018,1667.32,NY,587xx
Current,C,C2,Source Verified,credit_card,36 months,f,7 years,ANY,INDIVIDUAL,32359.00,180704.43,0.1454,0,2,22,0,14625.67,39.3805,33,1,0,Mar-2016,Jul-1988,1006.73,13.3344,736,740,1039.09,Aug-2016,2171.35,FL,890xx
Current,B,B5,Not Verified,debt_consolidation,60 months,f,8 years,RENT,INDIVIDUAL,16121.00,192050.94,0.2064,1,2,15,1,30894.22,54.8972,20,5,0,Aug-2019,Jul-2016,332.32,13.1587,825,829,312.38,Feb-2020,886.45,CA,488xx
Fully Paid,A,A2,Not Verified,vacation,36 months,f,5 years,RENT,INDIVIDUAL,12107.00,205510.53,0.1778,2,0,10,0,3377.80,58.5026,16,2,0,Oct-2021,Mar-1993,412.16,25.0609,785,789,396.01,Jan-2022,564.79,IL,886xx
Current,C,C4,Not Verified,wedding,36 months,w,3 years,OWN,INDIVIDUAL,33668.00,101410.46,0.2633,1,1,9,1,8631.33,66.9864,16,1,0,Dec-2022,Dec-2002,998.22,7.4840,632,636,1044.87,Apr-2024,1438.84,NY,713xx
Current,G,G3,Verified,home_improvement,36 months,w,3 years,MORTGAGE,JOINT,26867.00,234971.35,0.2774,1,3,7,1,16597.24,41.1859,32,2,0,Jan-2020,Dec-2008,814.50,10.1536,810,814,808.32,Nov-2020,41.68,NC,255xx
Fully Paid,B,B4,Source Verified,major_purchase,60 months,f,8 years,OWN,JOINT,34698.00,153181.10,0.0818,0,3,6,1,18967.60,37.4959,28,5,0,Mar-2018,Apr-1994,853.92,26.4780,789,793,858.64,Jun-2019,3137.80,WA,598xx
Fully Paid,C,C1,Not Verified,debt_consolidation,36 months,f,1 year,ANY,JOINT,32981.00,198288.53,0.1558,1,4,8,0,15584.45,51.9112,31,4,0,Apr-2018,Feb-1998,987.18,8.6160,639,643,1020.99,Jul-2019,1256.99,IL,880xx
Current,E,E3,Not Verified,wedding,36 months,w,9 years,OWN,INDIVIDUAL,38361.00,141539.24,0.1161,0,3,12,1,22428.80,46.0330,37,4,0,Sep-2022,Nov-2002,1181.64,12.1018,750,754,1188.16,Nov-2023,2512.08,AZ,259xx
Fully Paid,C,C1,Verified,renewable_energy,36 months,w,2 years,RENT,INDIVIDUAL,1202.00,18131.05,0.0000,0,1,10,0,19113.20,40.1833,14,3,0,Oct-2015,Sep-2006,37.57,13.9231,820,824,0.00,Jul-2016,45.96,NJ,784xx
Fully Paid,C,C4,Verified,medical,36 months,w,8 years,RENT,JOINT,12067.00,145789.04,0.2213,0,1,4,1,1295.76,34.0280,22,1,0,Jun-2017,Apr-1991,358.34,7.6719,703,707,395.80,Oct-2018,102.77,WA,735xx
Current,D,D4,Verified,wedding,60 months,f,4 years,ANY,INDIVIDUAL,1133.00,143966.60,0.2061,1,3,11,1,17713.91,86.1209,35,0,0,Dec-2021,Feb-2016,24.04,15.1590,617,621,29.02,Nov-2022,87.37,NY,499xx
Fully Paid,A,A2,Not Verified,major_purchase,36 months,w,5 years,ANY,JOINT,29958.00,86132.26,0.1879,1,1,10,0,18545.13,48.2582,15,3,0,Nov-2020,Jan-1994,922.97,12.1247,619,623,927.50,Jul-2021,2014.44,NJ,442xx
Fully Paid,C,C4,Verified,vacation,60 months,w,7 years,RENT,JOINT,17071.00,168412.75,0.2957,1,0,15,1,13311.95,79.3975,21,1,0,Jun-2015,Nov-2005,409.73,24.4501,715,719,411.56,Aug-2016,1135.84,TX,211xx
Current,E,E1,Not Verified,renewable_energy,36 months,f,10+ years,MORTGAGE,JOINT,10939.00,209031.02,0.1789,0,2,12,0,6762.98,68.7315,22,0,0,Mar-2017,Sep-2015,358.53,19.9888,689,693,358.07,Aug-2018,755.06,GA,298xx
Fully Paid,F,F5,Verified,car,36 months,w,1 year,OWN,INDIVIDUAL,20219.00,230506.39,0.1686,0,1,6,1,17479.51,61.8282,26,1,0,Oct-2020,Jul-1997,652.98,18.0704,600,604,662.31,Jul-2021,2185.44,NC,917xx
Fully Paid,C,C4,Verified,small_business,36 months,f,< 1 year,ANY,INDIVIDUAL,20133.00,114356.61,0.0815,1,1,9,1,13296.40,50.5573,31,3,0,Feb-2016,Feb-2001,629.78,14.0134,769,773,659.96,Feb-2017,766.98,NY,454xx
Current,C,C1,Not Verified,renewable_energy,36 months,w,2 years,OWN,INDIVIDUAL,32207.00,69063.71,0.1966,0,1,11,0,35634.68,59.7938,28,2,0,Mar-2020,Jul-2005,951.18,7.0224,747,751,982.92,Jun-2021,99.61,WA,231xx
Fully Paid,B,B5,Source Verified,other,36 months,f,< 1 year,ANY,INDIVIDUAL,23265.00,104903.91,0.2184,0,3,14,0,18130.03,74.4015,31,1,0,Jul-2020,Sep-1991,682.37,6.2101,702,706,664.80,Dec-2020,525.46,NY,242xx
Fully Paid,E,E4,Verified,moving,36 months,f,9 years,RENT,JOINT,37377.00,162943.88,0.2551,2,1,9,1,24695.53,9.9955,34,6,0,Jan-2017,May-2001,1134.40,10.2902,706,710,1114.47,May-2018,1780.29,CA,912xx
Fully Paid,C,C1,Verified,wedding,36 months,f,4 years,MORTGAGE,INDIVIDUAL,34100.00,146882.04,0.2280,1,1,5,0,2957.24,57.0065,7,1,0,Dec-2019,Feb-1995,994.72,5.5712,732,736,1009.10,Dec-2019,918.22,IL,733xx
Current,B,B5,Not Verified,wedding,60 months,w,4 years,RENT,INDIVIDUAL,35700.00,160148.21,0.0189,1,3,13,0,2144.21,46.0007,33,7,0,Dec-2016,Dec-2005,718.24,11.5069,630,634,701.27,Jan-2017,948.46,NC,221xx
Fully Paid,A,A2,Not Verified,wedding,36 months,w,6 years,RENT,INDIVIDUAL,21744.00,37361.07,0.1562,2,2,10,0,4331.82,29.3179,38,2,0,Aug-2021,Jun-1994,679.84,13.9508,707,711,661.15,May-2022,1088.45,FL,131xx
Fully Paid,B,B4,Source Verified,small_business,60 months,f,4 years,OWN,JOINT,1860.00,106227.60,0.1434,3,0,7,1,24439.34,52.5986,26,5,0,Mar-2014,Dec-2001,36.16,9.2514,782,786,1.65,Mar-2014,44.33,CA,990xx
Current,F,F2,Source Verified,house,36 months,f,5 years,MORTGAGE,INDIVIDUAL,15991.00,35671.31,0.1314,1,1,3,1,44909.01,45.2231,3,3,0,Oct-2020,Mar-1990,521.46,19.3263,790,794,533.68,Jul-2021,1192.26,NC,588xx
Fully Paid,D,D1,Source Verified,car,36 months,w,6 years,OWN,JOINT,36056.00,85873.73,0.2740,1,1,12,1,15178.45,41.0840,35,3,0,Jul-2018,Oct-1988,1147.60,16.2019,734,738,1120.16,Dec-2019,225.45,TX,578xx
Fully Paid,B,B4,Not Verified,home_improvement,60 months,w,8 years,ANY,INDIVIDUAL,17475.00,209805.96,0.1220,2,0,16,1,13121.83,42.9510,20,0,0,Jun-2021,Feb-1999,331.58,7.6937,753,757,349.31,Jun-2022,611.38,AZ,742xx
Current,E,E4,Source Verified,renewable_energy,60 months,f,8 years,OWN,JOINT,37934.00,229444.49,0.2763,1,3,2,0,7638.41,42.9905,19,4,0,Feb-2019,Oct-2005,924.92,25.7185,655,659,916.23,Oct-2019,4331.01,NY,927xx
Current,A,A3,Verified,wedding,36 months,f,8 years,RENT,JOINT,3888.00,145773.71,0.0676,1,0,13,0,24799.28,15.9360,39,1,0,Jan-2022,Oct-1991,123.81,16.2664,726,730,131.63,Mar-2022,221.15,NC,400xx
Fully Paid,B,B3,Source Verified,other,36 months,f,6 years,RENT,INDIVIDUAL,3394.00,234822.55,0.1470,0,3,9,0,25557.86,64.0425,28,2,0,May-2021,Aug-2011,105.40,13.1068,700,704,125.48,Jul-2021,55.99,FL,531xx
Fully Paid,C,C4,Verified,debt_consolidation,60 months,w,8 years,ANY,INDIVIDUAL,10837.00,231053.01,0.2180,1,3,1,1,7846.58,27.6343,1,5,0,Jul-2018,Feb-1997,241.65,18.7724,648,652,276.04,Aug-2019,205.98,IL,918xx
Fully Paid,C,C1,Verified,credit_card,36 months,f,9 years,OWN,JOINT,5469.00,229061.21,0.2290,1,3,5,0,11669.95,25.8159,20,4,1,Sep-2018,Jun-1998,183.29,22.9482,823,827,210.35,Feb-2019,157.77,FL,930xx
Current,B,B4,Verified,moving,36 months,w,8 years,ANY,INDIVIDUAL,16588.00,214703.26,0.1510,1,4,1,1,23455.98,66.5807,22,7,1,Oct-2016,Oct-2015,540.58,19.2444,774,778,513.76,Oct-2016,401.10,FL,782xx
Fully Paid,C,C3,Verified,home_improvement,36 months,w,7 years,OWN,JOINT,35296.00,144230.38,0.1123,1,3,12,1,31157.01,44.6029,22,1,0,Jan-2016,Jul-1995,1176.96,22.2709,654,658,1187.20,Oct-2016,4210.31,IL,219xx
Current,E,E2,Verified,renewable_energy,60 months,f,9 years,RENT,INDIVIDUAL,22847.00,44811.21,0.2612,0,0,8,1,15997.51,61.4885,17,2,0,Jan-2022,Jan-2015,551.70,24.9360,710,714,547.28,Sep-2022,1014.12,NJ,429xx
Current,E,E2,Source Verified,other,60 months,f,5 years,ANY,JOINT,5624.00,199620.54,0.1612,1,0,11,1,13938.45,53.4008,33,2,0,Jul-2019,Oct-1999,131.08,22.1335,797,801,124.74,Jun-2020,549.91,GA,343xx
Current,A,A3,Verified,major_purchase,36 months,w,4 years,ANY,JOINT,5718.00,92618.76,0.2452,0,1,17,1,3595.76,72.1496,25,2,0,Dec-2022,Dec-2006,174.39,10.8825,617,621,159.08,Feb-2024,230.67,TX,204xx
